Industries,State,YEARS,SCORE,INSPECTION DATE
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Auckland,2005,1492,12/26/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Auckland,2006,1481,10/1/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Auckland,2007,1266,12/23/2016
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Auckland,2008,1415,5/30/2017
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Auckland,2009,1428,11/8/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Auckland,2010,1165,12/27/2018
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Auckland,2011,1224,2/27/2017
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Auckland,2012,1250,5/22/2017
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Auckland,2013,1357,12/15/2016
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Auckland,2014,1381,7/23/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Auckland,2015,1424,7/25/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Auckland,2016,1506,10/28/2019
"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Auckland,2017,1664,10/19/2018
Primary Manufacturing,Auckland,2000,3801,6/11/2018
Primary Manufacturing,Auckland,2001,3890,3/30/2017
Primary Manufacturing,Auckland,2002,4065,2/15/2019
Primary Manufacturing,Auckland,2003,4598,10/4/2017
Primary Manufacturing,Auckland,2004,4615,2/23/2017
Primary Manufacturing,Auckland,2005,5036,9/21/2017
Primary Manufacturing,Auckland,2006,4916,5/16/2018
Primary Manufacturing,Auckland,2007,4447,10/24/2017
Primary Manufacturing,Auckland,2008,4798,10/17/2017
Primary Manufacturing,Auckland,2009,4279,7/3/2018
Primary Manufacturing,Auckland,2010,4562,5/4/2019
Primary Manufacturing,Auckland,2011,4615,8/28/2018
Primary Manufacturing,Auckland,2012,4949,10/1/2019
Primary Manufacturing,Auckland,2013,5140,2/22/2017
Primary Manufacturing,Auckland,2014,5041,9/27/2018
Primary Manufacturing,Auckland,2015,5387,6/26/2017
Primary Manufacturing,Auckland,2016,5834,9/30/2016
Primary Manufacturing,Auckland,2017,5501,6/22/2017
Other Manufacturing,Auckland,2000,3015,7/6/2018
Other Manufacturing,Auckland,2001,2911,12/27/2016
Other Manufacturing,Auckland,2002,3168,4/10/2018
Other Manufacturing,Auckland,2003,3405,9/28/2018
Other Manufacturing,Auckland,2004,3661,10/22/2019
Other Manufacturing,Auckland,2005,3933,2/1/2018
Other Manufacturing,Auckland,2006,3927,3/22/2018
Other Manufacturing,Auckland,2007,3759,1/9/2018
Other Manufacturing,Auckland,2008,3973,3/23/2018
Other Manufacturing,Auckland,2009,3606,6/13/2019
Other Manufacturing,Auckland,2010,3758,9/6/2019
Other Manufacturing,Auckland,2011,3802,6/15/2019
Other Manufacturing,Auckland,2012,3606,7/18/2017
Other Manufacturing,Auckland,2013,3630,6/9/2018
Other Manufacturing,Auckland,2014,3858,9/12/2019
Other Manufacturing,Auckland,2015,3989,7/3/2018
Other Manufacturing,Auckland,2016,4246,6/3/2017
Other Manufacturing,Auckland,2017,4667,6/27/2019
Manufacturing,Auckland,2000,6816,12/5/2016
Manufacturing,Auckland,2001,6802,8/23/2016
Manufacturing,Auckland,2002,7233,9/10/2018
Manufacturing,Auckland,2003,8004,1/19/2018
Manufacturing,Auckland,2004,8275,4/10/2019
Manufacturing,Auckland,2005,8968,12/7/2017
Manufacturing,Auckland,2006,8842,6/12/2019
Manufacturing,Auckland,2007,8207,6/1/2019
Manufacturing,Auckland,2008,8771,2/22/2018
Manufacturing,Auckland,2009,7885,6/10/2019
Manufacturing,Auckland,2010,8320,8/13/2018
Manufacturing,Auckland,2011,8417,12/7/2018
Manufacturing,Auckland,2012,8555,5/31/2018
Manufacturing,Auckland,2013,8769,4/6/2018
Manufacturing,Auckland,2014,8899,2/24/2018
Manufacturing,Auckland,2015,9376,5/29/2019
Manufacturing,Auckland,2016,10080,12/18/2018
Manufacturing,Auckland,2017,10168,9/25/2017
"Electricity, Gas, Water, and Waste services",Auckland,2000,783,7/10/2017
"Electricity, Gas, Water, and Waste services",Auckland,2001,782,8/16/2017
"Electricity, Gas, Water, and Waste services",Auckland,2002,899,10/30/2019
"Electricity, Gas, Water, and Waste services",Auckland,2003,943,10/30/2019
"Electricity, Gas, Water, and Waste services",Auckland,2004,1163,7/10/2019
"Electricity, Gas, Water, and Waste services",Auckland,2005,1328,10/31/2016
"Electricity, Gas, Water, and Waste services",Auckland,2006,1316,7/23/2019
"Electricity, Gas, Water, and Waste services",Auckland,2007,1085,3/26/2018
"Electricity, Gas, Water, and Waste services",Auckland,2008,1231,4/3/2019
"Electricity, Gas, Water, and Waste services",Auckland,2009,1256,9/27/2018
"Electricity, Gas, Water, and Waste services",Auckland,2010,999,12/12/2018
"Electricity, Gas, Water, and Waste services",Auckland,2011,1046,10/8/2019
"Electricity, Gas, Water, and Waste services",Auckland,2012,1080,3/6/2019
"Electricity, Gas, Water, and Waste services",Auckland,2013,1156,11/27/2017
"Electricity, Gas, Water, and Waste services",Auckland,2014,1145,7/13/2017
"Electricity, Gas, Water, and Waste services",Auckland,2015,1179,7/24/2019
"Electricity, Gas, Water, and Waste services",Auckland,2016,1265,10/19/2018
"Electricity, Gas, Water, and Waste services",Auckland,2017,1362,9/13/2017
Construction,Auckland,2000,1855,6/8/2017
Construction,Auckland,2001,1820,8/21/2019
Construction,Auckland,2002,1810,10/17/2016
Construction,Auckland,2003,1950,9/9/2019
Construction,Auckland,2004,2235,4/12/2017
Construction,Auckland,2005,2540,10/25/2018
Construction,Auckland,2006,2997,1/30/2019
Construction,Auckland,2007,3186,10/4/2019
Construction,Auckland,2008,3437,11/1/2018
Construction,Auckland,2009,3257,9/11/2018
Construction,Auckland,2010,3284,7/25/2019
Construction,Auckland,2011,3322,7/2/2016
Construction,Auckland,2012,3353,10/23/2019
Construction,Auckland,2013,3489,6/4/2018
Construction,Auckland,2014,3727,10/4/2018
Construction,Auckland,2015,4264,10/11/2018
Construction,Auckland,2016,4891,6/11/2019
Construction,Auckland,2017,5935,5/20/2019
Wholesale Trade,Auckland,2000,3480,2/21/2019
Wholesale Trade,Auckland,2001,3482,3/22/2019
Wholesale Trade,Auckland,2002,3863,7/23/2019
Wholesale Trade,Auckland,2003,4162,4/16/2019
Wholesale Trade,Auckland,2004,4453,9/3/2019
Wholesale Trade,Auckland,2005,4756,4/12/2017
Wholesale Trade,Auckland,2006,4834,1/9/2019
Wholesale Trade,Auckland,2007,4933,7/18/2018
Wholesale Trade,Auckland,2008,5529,7/19/2018
Wholesale Trade,Auckland,2009,5148,11/27/2019
Wholesale Trade,Auckland,2010,5396,11/28/2018
Wholesale Trade,Auckland,2011,5681,3/26/2018
Wholesale Trade,Auckland,2012,5813,5/17/2016
Wholesale Trade,Auckland,2013,5869,3/9/2017
Wholesale Trade,Auckland,2014,6428,2/6/2019
Wholesale Trade,Auckland,2015,6948,12/2/2016
Wholesale Trade,Auckland,2016,7228,10/4/2016
Wholesale Trade,Auckland,2017,7276,2/22/2019
Retail Trade,Auckland,2000,1894,12/27/2019
Retail Trade,Auckland,2001,2009,7/25/2018
Retail Trade,Auckland,2002,2277,8/27/2019
Retail Trade,Auckland,2003,2507,11/13/2019
Retail Trade,Auckland,2004,2626,4/4/2019
Retail Trade,Auckland,2005,2669,2/7/2017
Retail Trade,Auckland,2006,2796,7/16/2019
Retail Trade,Auckland,2007,2999,10/17/2018
Retail Trade,Auckland,2008,3006,10/9/2019
Retail Trade,Auckland,2009,2888,6/1/2017
Retail Trade,Auckland,2010,2967,12/10/2019
Retail Trade,Auckland,2011,3044,12/2/2016
Retail Trade,Auckland,2012,3179,7/31/2019
Retail Trade,Auckland,2013,3493,10/2/2017
Retail Trade,Auckland,2014,3633,3/3/2017
Retail Trade,Auckland,2015,3904,9/5/2019
Retail Trade,Auckland,2016,4264,12/26/2018
Retail Trade,Auckland,2017,4811,9/18/2018
Accommodation,Auckland,2000,223,3/7/2019
Accommodation,Auckland,2001,257,7/22/2017
Accommodation,Auckland,2002,278,5/9/2019
Accommodation,Auckland,2003,267,4/9/2019
Accommodation,Auckland,2004,304,12/31/2018
Accommodation,Auckland,2005,338,8/23/2018
Accommodation,Auckland,2006,334,5/17/2017
Accommodation,Auckland,2007,257,12/20/2016
Accommodation,Auckland,2008,283,12/27/2017
Accommodation,Auckland,2009,253,3/28/2018
Accommodation,Auckland,2010,266,1/24/2018
Accommodation,Auckland,2011,278,9/24/2019
Accommodation,Auckland,2012,315,3/23/2019
Accommodation,Auckland,2013,318,12/27/2018
Accommodation,Auckland,2014,340,2/26/2019
Accommodation,Auckland,2015,331,6/22/2019
Accommodation,Auckland,2016,375,12/22/2017
Accommodation,Auckland,2017,481,12/5/2017
Food and beverage services,Auckland,2000,442,3/15/2019
Food and beverage services,Auckland,2001,477,2/10/2017
Food and beverage services,Auckland,2002,509,11/13/2018
Food and beverage services,Auckland,2003,510,8/30/2018
Food and beverage services,Auckland,2004,577,6/28/2017
Food and beverage services,Auckland,2005,627,3/6/2018
Food and beverage services,Auckland,2006,669,5/21/2018
Food and beverage services,Auckland,2007,781,8/29/2018
Food and beverage services,Auckland,2008,856,9/27/2016
Food and beverage services,Auckland,2009,821,1/19/2018
Food and beverage services,Auckland,2010,906,3/15/2019
Food and beverage services,Auckland,2011,964,7/19/2017
Food and beverage services,Auckland,2012,984,2/5/2019
Food and beverage services,Auckland,2013,1083,12/28/2016
Food and beverage services,Auckland,2014,1140,4/30/2018
Food and beverage services,Auckland,2015,1358,1/4/2019
Food and beverage services,Auckland,2016,1493,8/14/2017
Food and beverage services,Auckland,2017,1707,12/12/2018
"Transport, Postal and Warehousing",Auckland,2000,2012,4/11/2019
"Transport, Postal and Warehousing",Auckland,2001,1975,11/18/2019
"Transport, Postal and Warehousing",Auckland,2002,2074,12/20/2018
"Transport, Postal and Warehousing",Auckland,2003,2273,1/9/2019
"Transport, Postal and Warehousing",Auckland,2004,2476,5/13/2016
"Transport, Postal and Warehousing",Auckland,2005,2682,4/17/2018
"Transport, Postal and Warehousing",Auckland,2006,2888,11/17/2016
"Transport, Postal and Warehousing",Auckland,2007,2822,9/8/2017
"Transport, Postal and Warehousing",Auckland,2008,3240,3/22/2018
"Transport, Postal and Warehousing",Auckland,2009,2706,5/18/2017
"Transport, Postal and Warehousing",Auckland,2010,3051,8/8/2019
"Transport, Postal and Warehousing",Auckland,2011,3395,12/4/2017
"Transport, Postal and Warehousing",Auckland,2012,3796,8/14/2018
"Transport, Postal and Warehousing",Auckland,2013,3945,12/8/2016
"Transport, Postal and Warehousing",Auckland,2014,4182,12/11/2018
"Transport, Postal and Warehousing",Auckland,2015,4550,10/20/2017
"Transport, Postal and Warehousing",Auckland,2016,5269,3/22/2019
"Transport, Postal and Warehousing",Auckland,2017,5448,4/11/2017
"Information Media, Telecommunications and Other Services",Auckland,2000,3535,11/1/2018
"Information Media, Telecommunications and Other Services",Auckland,2001,3747,6/20/2017
"Information Media, Telecommunications and Other Services",Auckland,2002,4030,8/30/2017
"Information Media, Telecommunications and Other Services",Auckland,2003,4428,10/10/2018
"Information Media, Telecommunications and Other Services",Auckland,2004,4804,1/1/1900
"Information Media, Telecommunications and Other Services",Auckland,2005,5056,9/19/2018
"Information Media, Telecommunications and Other Services",Auckland,2006,5261,1/22/2019
"Information Media, Telecommunications and Other Services",Auckland,2007,5326,1/26/2018
"Information Media, Telecommunications and Other Services",Auckland,2008,5606,1/3/2017
"Information Media, Telecommunications and Other Services",Auckland,2009,5345,7/27/2017
"Information Media, Telecommunications and Other Services",Auckland,2010,5318,1/1/1900
"Information Media, Telecommunications and Other Services",Auckland,2011,5514,11/7/2019
"Information Media, Telecommunications and Other Services",Auckland,2012,5819,12/20/2019
"Information Media, Telecommunications and Other Services",Auckland,2013,6149,1/17/2017
"Information Media, Telecommunications and Other Services",Auckland,2014,6468,8/11/2018
"Information Media, Telecommunications and Other Services",Auckland,2015,6815,10/17/2019
"Information Media, Telecommunications and Other Services",Auckland,2016,7153,9/11/2019
"Information Media, Telecommunications and Other Services",Auckland,2017,7365,9/25/2019
Financial and Insurance Services,Auckland,2000,2124,11/1/2018
Financial and Insurance Services,Auckland,2001,2446,3/14/2019
Financial and Insurance Services,Auckland,2002,2646,8/30/2017
Financial and Insurance Services,Auckland,2003,2993,2/15/2017
Financial and Insurance Services,Auckland,2004,3435,9/5/2019
Financial and Insurance Services,Auckland,2005,3758,6/3/2019
Financial and Insurance Services,Auckland,2006,3892,10/22/2018
Financial and Insurance Services,Auckland,2007,4221,2/19/2019
Financial and Insurance Services,Auckland,2008,4366,6/23/2017
Financial and Insurance Services,Auckland,2009,4853,5/17/2018
Financial and Insurance Services,Auckland,2010,5737,2/11/2019
Financial and Insurance Services,Auckland,2011,5319,6/18/2019
Financial and Insurance Services,Auckland,2012,5784,1/11/2019
Financial and Insurance Services,Auckland,2013,5749,7/29/2019
Financial and Insurance Services,Auckland,2014,6675,4/19/2018
Financial and Insurance Services,Auckland,2015,7574,4/2/2018
Financial and Insurance Services,Auckland,2016,7843,4/27/2017
Financial and Insurance Services,Auckland,2017,8500,10/17/2018
"Rental, Hiring and Real Estate Services",Auckland,2000,2585,12/15/2016
"Rental, Hiring and Real Estate Services",Auckland,2001,2722,12/26/2018
"Rental, Hiring and Real Estate Services",Auckland,2002,2986,10/24/2019
"Rental, Hiring and Real Estate Services",Auckland,2003,3433,3/5/2018
"Rental, Hiring and Real Estate Services",Auckland,2004,3680,9/20/2019
"Rental, Hiring and Real Estate Services",Auckland,2005,4054,7/3/2019
"Rental, Hiring and Real Estate Services",Auckland,2006,4367,7/27/2016
"Rental, Hiring and Real Estate Services",Auckland,2007,4872,1/19/2018
"Rental, Hiring and Real Estate Services",Auckland,2008,4823,6/1/2018
"Rental, Hiring and Real Estate Services",Auckland,2009,4992,5/14/2018
"Rental, Hiring and Real Estate Services",Auckland,2010,5495,2/28/2019
"Rental, Hiring and Real Estate Services",Auckland,2011,5585,5/25/2017
"Rental, Hiring and Real Estate Services",Auckland,2012,6104,9/21/2017
"Rental, Hiring and Real Estate Services",Auckland,2013,6176,11/16/2017
"Rental, Hiring and Real Estate Services",Auckland,2014,6426,2/12/2019
"Rental, Hiring and Real Estate Services",Auckland,2015,6851,3/12/2018
"Rental, Hiring and Real Estate Services",Auckland,2016,7762,11/21/2018
"Rental, Hiring and Real Estate Services",Auckland,2017,8364,10/10/2019
Owner-Occupied Property Operation,Auckland,2000,2998,5/6/2017
Owner-Occupied Property Operation,Auckland,2001,3051,12/3/2019
Owner-Occupied Property Operation,Auckland,2002,3153,6/24/2019
Owner-Occupied Property Operation,Auckland,2003,3434,6/5/2019
Owner-Occupied Property Operation,Auckland,2004,3677,3/8/2019
Owner-Occupied Property Operation,Auckland,2005,3844,6/26/2017
Owner-Occupied Property Operation,Auckland,2006,4014,9/15/2017
Owner-Occupied Property Operation,Auckland,2007,4166,4/13/2018
Owner-Occupied Property Operation,Auckland,2008,4371,4/11/2018
Owner-Occupied Property Operation,Auckland,2009,4373,1/19/2017
Owner-Occupied Property Operation,Auckland,2010,4048,5/11/2016
Owner-Occupied Property Operation,Auckland,2011,4498,8/14/2019
Owner-Occupied Property Operation,Auckland,2012,4836,1/9/2019
Owner-Occupied Property Operation,Auckland,2013,5122,6/11/2019
Owner-Occupied Property Operation,Auckland,2014,5334,8/27/2019
Owner-Occupied Property Operation,Auckland,2015,5615,2/22/2018
Owner-Occupied Property Operation,Auckland,2016,5970,6/27/2017
Owner-Occupied Property Operation,Auckland,2017,6214,2/27/2019
"Professional, Scientific, and Technical Services",Auckland,2000,3472,3/4/2019
"Professional, Scientific, and Technical Services",Auckland,2001,3470,11/26/2018
